"Station","date-","Daily Rainfall (mm)"
"Haifa University Man 10/1975-04/2023","22/02/2013","0.7"
"Haifa University 09/2004-04/2023","23/02/2013","0.9"
"Haifa University Man 10/1975-04/2023","23/02/2013","1.0"
"Haifa University 09/2004-04/2023","24/02/2013","0.1"
"Haifa University Man 10/1975-04/2023","24/02/2013","0.1"
"Haifa University 09/2004-04/2023","04/03/2013","0.3"
"Haifa University Man 10/1975-04/2023","04/03/2013","0.3"
"Haifa University 09/2004-04/2023","05/03/2013","6.1"
"Haifa University Man 10/1975-04/2023","05/03/2013","6.2"
"Haifa University 09/2004-04/2023","16/03/2013","7.2"
"Haifa University Man 10/1975-04/2023","16/03/2013","7.7"
"Haifa University 09/2004-04/2023","17/03/2013","0.6"
"Haifa University Man 10/1975-04/2023","17/03/2013","0.8"
"Haifa University 09/2004-04/2023","04/04/2013","3.8"
"Haifa University Man 10/1975-04/2023","04/04/2013","5.5"
"Haifa University 09/2004-04/2023","05/04/2013","0.1"
"Haifa University 09/2004-04/2023","09/04/2013","0.1"
"Haifa University Man 10/1975-04/2023","09/04/2013","0.2"
"Haifa University 09/2004-04/2023","16/04/2013","1.6"
"Haifa University Man 10/1975-04/2023","16/04/2013","1.6"
"Haifa University 09/2004-04/2023","17/04/2013","4.7"
"Haifa University Man 10/1975-04/2023","17/04/2013","4.4"
"Haifa University 09/2004-04/2023","18/04/2013","2.0"
"Haifa University Man 10/1975-04/2023","18/04/2013","2.4"
"Haifa University 09/2004-04/2023","19/04/2013","5.6"
"Haifa University Man 10/1975-04/2023","19/04/2013","10.3"
"Haifa University 09/2004-04/2023","20/04/2013","39.7"
"Haifa University Man 10/1975-04/2023","20/04/2013","46.4"
"Haifa University 09/2004-04/2023","21/04/2013","4.2"
"Haifa University Man 10/1975-04/2023","21/04/2013","5.2"
"Haifa University 09/2004-04/2023","22/04/2013","1.8"
"Haifa University Man 10/1975-04/2023","22/04/2013","2.3"
"Haifa University 09/2004-04/2023","11/05/2013","0.4"
"Haifa University Man 10/1975-04/2023","11/05/2013","0.3"
"Haifa University 09/2004-04/2023","13/05/2013","1.4"
"Haifa University Man 10/1975-04/2023","13/05/2013","1.5"
"Haifa University 09/2004-04/2023","14/05/2013","14.0"
"Haifa University Man 10/1975-04/2023","14/05/2013","11.3"
"Haifa University 09/2004-04/2023","15/05/2013","1.7"
"Haifa University Man 10/1975-04/2023","15/05/2013","2.5"
"Haifa University 09/2004-04/2023","21/09/2013","0.2"
"Haifa University Man 10/1975-04/2023","21/09/2013","0.2"
"Haifa University 09/2004-04/2023","03/10/2013","0.1"
"Haifa University Man 10/1975-04/2023","03/10/2013","0.2"
"Haifa University 09/2004-04/2023","18/10/2013","2.4"
"Haifa University Man 10/1975-04/2023","18/10/2013","2.5"
"Haifa University 09/2004-04/2023","19/10/2013","2.1"
"Haifa University Man 10/1975-04/2023","19/10/2013","1.9"
"Haifa University 09/2004-04/2023","30/10/2013","4.1"
"Haifa University Man 10/1975-04/2023","30/10/2013","4.2"
"Haifa University 09/2004-04/2023","07/11/2013","0.3"
"Haifa University Man 10/1975-04/2023","07/11/2013","0.6"
"Haifa University 09/2004-04/2023","09/11/2013","0.1"
"Haifa University 09/2004-04/2023","23/11/2013","0.8"
"Haifa University Man 10/1975-04/2023","23/11/2013","0.8"
"Haifa University 09/2004-04/2023","27/11/2013","0.2"
"Haifa University Man 10/1975-04/2023","27/11/2013","0.3"
"Haifa University 09/2004-04/2023","03/12/2013","0.5"
"Haifa University Man 10/1975-04/2023","03/12/2013","0.6"
"Haifa University 09/2004-04/2023","04/12/2013","10.7"
"Haifa University Man 10/1975-04/2023","04/12/2013","11.2"
"Haifa University 09/2004-04/2023","05/12/2013","26.0"
"Haifa University Man 10/1975-04/2023","05/12/2013","27.5"
"Haifa University 09/2004-04/2023","06/12/2013","5.3"
"Haifa University Man 10/1975-04/2023","06/12/2013","5.7"
"Haifa University 09/2004-04/2023","07/12/2013","17.0"
"Haifa University Man 10/1975-04/2023","07/12/2013","14.5"
"Haifa University 09/2004-04/2023","08/12/2013","13.2"
"Haifa University Man 10/1975-04/2023","08/12/2013","13.9"
"Haifa University Man 10/1975-04/2023","09/12/2013","0.6"
"Haifa University 09/2004-04/2023","10/12/2013","23.4"
"Haifa University Man 10/1975-04/2023","10/12/2013","25.2"
"Haifa University 09/2004-04/2023","11/12/2013","40.3"
"Haifa University Man 10/1975-04/2023","11/12/2013","46.1"
"Haifa University 09/2004-04/2023","12/12/2013","9.0"
"Haifa University Man 10/1975-04/2023","12/12/2013","11.6"
"Haifa University 09/2004-04/2023","13/12/2013","42.0"
"Haifa University Man 10/1975-04/2023","13/12/2013","52.3"
"Haifa University 09/2004-04/2023","14/12/2013","11.8"
"Haifa University Man 10/1975-04/2023","14/12/2013","13.5"
"Haifa University 09/2004-04/2023","28/12/2013","1.7"
"Haifa University Man 10/1975-04/2023","28/12/2013","1.6"
"Haifa University 09/2004-04/2023","29/12/2013","17.5"
"Haifa University Man 10/1975-04/2023","29/12/2013","14.2"
"Haifa University 09/2004-04/2023","30/12/2013","3.3"
"Haifa University Man 10/1975-04/2023","30/12/2013","2.7"
"Haifa University 09/2004-04/2023","12/01/2014","3.1"
"Haifa University Man 10/1975-04/2023","12/01/2014","3.1"
"Haifa University 09/2004-04/2023","23/01/2014","0.1"
"Haifa University Man 10/1975-04/2023","23/01/2014","0.2"
"Haifa University 09/2004-04/2023","27/01/2014","11.3"
"Haifa University Man 10/1975-04/2023","27/01/2014","14.5"
"Haifa University 09/2004-04/2023","28/01/2014","15.4"
"Haifa University Man 10/1975-04/2023","28/01/2014","19.3"
"Haifa University 09/2004-04/2023","14/02/2014","9.7"
"Haifa University Man 10/1975-04/2023","14/02/2014","10.9"
"Haifa University 09/2004-04/2023","15/02/2014","8.9"
"Haifa University Man 10/1975-04/2023","15/02/2014","10.1"
"Haifa University 09/2004-04/2023","16/02/2014","0.2"
"Haifa University Man 10/1975-04/2023","16/02/2014","0.2"
"Haifa University 09/2004-04/2023","24/02/2014","1.5"
"Haifa University Man 10/1975-04/2023","24/02/2014","1.5"
"Haifa University 09/2004-04/2023","25/02/2014","0.5"
"Haifa University Man 10/1975-04/2023","25/02/2014","0.4"
"Haifa University 09/2004-04/2023","08/03/2014","2.0"
"Haifa University Man 10/1975-04/2023","08/03/2014","2.2"
"Haifa University 09/2004-04/2023","09/03/2014","9.1"
"Haifa University Man 10/1975-04/2023","09/03/2014","10.5"
"Haifa University 09/2004-04/2023","11/03/2014","9.1"
"Haifa University Man 10/1975-04/2023","11/03/2014","9.1"
"Haifa University 09/2004-04/2023","12/03/2014","7.3"
"Haifa University Man 10/1975-04/2023","12/03/2014","9.4"
"Haifa University 09/2004-04/2023","13/03/2014","14.4"
"Haifa University Man 10/1975-04/2023","13/03/2014","17.5"
"Haifa University 09/2004-04/2023","14/03/2014","0.3"
"Haifa University Man 10/1975-04/2023","14/03/2014","0.7"
"Haifa University 09/2004-04/2023","17/03/2014","0.5"
"Haifa University Man 10/1975-04/2023","17/03/2014","0.5"
"Haifa University 09/2004-04/2023","09/04/2014","1.0"
"Haifa University Man 10/1975-04/2023","09/04/2014","0.9"
"Haifa University 09/2004-04/2023","07/05/2014","13.6"
"Haifa University Man 10/1975-04/2023","07/05/2014","14.3"
"Haifa University 09/2004-04/2023","08/05/2014","3.9"
"Haifa University Man 10/1975-04/2023","08/05/2014","3.6"
"Haifa University 09/2004-04/2023","27/09/2014","2.2"
"Haifa University Man 10/1975-04/2023","27/09/2014","2.0"
"Haifa University 09/2004-04/2023","29/09/2014","0.6"
"Haifa University Man 10/1975-04/2023","29/09/2014","0.7"
"Haifa University 09/2004-04/2023","08/10/2014","0.7"
"Haifa University Man 10/1975-04/2023","08/10/2014","0.7"
"Haifa University 09/2004-04/2023","11/10/2014","0.2"
"Haifa University Man 10/1975-04/2023","11/10/2014","0.5"
"Haifa University 09/2004-04/2023","14/10/2014","0.6"
"Haifa University Man 10/1975-04/2023","14/10/2014","0.5"
"Haifa University 09/2004-04/2023","15/10/2014","8.1"
"Haifa University Man 10/1975-04/2023","15/10/2014","8.0"
"Haifa University 09/2004-04/2023","18/10/2014","0.4"
"Haifa University Man 10/1975-04/2023","18/10/2014","0.5"
"Haifa University 09/2004-04/2023","19/10/2014","13.1"
"Haifa University Man 10/1975-04/2023","19/10/2014","13.0"
"Haifa University 09/2004-04/2023","30/10/2014","5.0"
"Haifa University Man 10/1975-04/2023","30/10/2014","5.5"
"Haifa University 09/2004-04/2023","31/10/2014","20.2"
"Haifa University Man 10/1975-04/2023","31/10/2014","24.1"
"Haifa University 09/2004-04/2023","01/11/2014","5.6"
"Haifa University Man 10/1975-04/2023","01/11/2014","6.2"
"Haifa University 09/2004-04/2023","02/11/2014","0.3"
"Haifa University 09/2004-04/2023","03/11/2014","8.8"
"Haifa University Man 10/1975-04/2023","03/11/2014","10.0"
"Haifa University 09/2004-04/2023","15/11/2014","30.1"
"Haifa University Man 10/1975-04/2023","15/11/2014","32.7"
"Haifa University 09/2004-04/2023","16/11/2014","11.9"
"Haifa University Man 10/1975-04/2023","16/11/2014","13.6"
"Haifa University 09/2004-04/2023","21/11/2014","6.0"
"Haifa University Man 10/1975-04/2023","21/11/2014","6.6"
"Haifa University 09/2004-04/2023","22/11/2014","1.7"
"Haifa University Man 10/1975-04/2023","22/11/2014","1.8"
"Haifa University 09/2004-04/2023","23/11/2014","6.8"
"Haifa University Man 10/1975-04/2023","23/11/2014","7.5"
"Haifa University 09/2004-04/2023","25/11/2014","18.7"
"Haifa University Man 10/1975-04/2023","25/11/2014","18.5"
"Haifa University 09/2004-04/2023","26/11/2014","16.6"
"Haifa University Man 10/1975-04/2023","26/11/2014","17.5"
"Haifa University 09/2004-04/2023","27/11/2014","7.9"
"Haifa University Man 10/1975-04/2023","27/11/2014","8.0"
"Haifa University 09/2004-04/2023","01/12/2014","0.3"
"Haifa University Man 10/1975-04/2023","01/12/2014","0.3"
"Haifa University 09/2004-04/2023","09/12/2014","4.6"
"Haifa University Man 10/1975-04/2023","09/12/2014","3.6"
"Haifa University 09/2004-04/2023","12/12/2014","0.1"
"Haifa University 09/2004-04/2023","13/12/2014","7.9"
"Haifa University Man 10/1975-04/2023","13/12/2014","8.6"
"Haifa University 09/2004-04/2023","14/12/2014","4.0"
"Haifa University Man 10/1975-04/2023","14/12/2014","2.8"
"Haifa University 09/2004-04/2023","19/12/2014","0.2"
"Haifa University Man 10/1975-04/2023","19/12/2014","0.1"
"Haifa University 09/2004-04/2023","20/12/2014","0.5"
"Haifa University Man 10/1975-04/2023","20/12/2014","0.3"
"Haifa University 09/2004-04/2023","21/12/2014","1.2"
"Haifa University Man 10/1975-04/2023","21/12/2014","1.1"
"Haifa University 09/2004-04/2023","22/12/2014","16.4"
"Haifa University Man 10/1975-04/2023","22/12/2014","19.4"
"Haifa University 09/2004-04/2023","27/12/2014","0.4"
"Haifa University Man 10/1975-04/2023","27/12/2014","0.2"
"Haifa University 09/2004-04/2023","28/12/2014","0.1"
"Haifa University Man 10/1975-04/2023","28/12/2014","0.2"
"Haifa University 09/2004-04/2023","01/01/2015","4.3"
"Haifa University Man 10/1975-04/2023","01/01/2015","6.0"
"Haifa University 09/2004-04/2023","02/01/2015","8.0"
"Haifa University Man 10/1975-04/2023","02/01/2015","6.7"
"Haifa University 09/2004-04/2023","03/01/2015","17.1"
"Haifa University Man 10/1975-04/2023","03/01/2015","18.1"
"Haifa University 09/2004-04/2023","04/01/2015","10.2"
"Haifa University Man 10/1975-04/2023","04/01/2015","12.1"
"Haifa University 09/2004-04/2023","06/01/2015","33.8"
"Haifa University Man 10/1975-04/2023","06/01/2015","41.4"
"Haifa University 09/2004-04/2023","07/01/2015","10.6"
"Haifa University Man 10/1975-04/2023","07/01/2015","13.1"
"Haifa University 09/2004-04/2023","08/01/2015","11.1"
"Haifa University Man 10/1975-04/2023","08/01/2015","11.0"
"Haifa University 09/2004-04/2023","09/01/2015","9.5"
"Haifa University Man 10/1975-04/2023","09/01/2015","10.4"
"Haifa University 09/2004-04/2023","10/01/2015","49.0"
"Haifa University Man 10/1975-04/2023","10/01/2015","54.5"
"Haifa University 09/2004-04/2023","14/01/2015","14.7"
"Haifa University Man 10/1975-04/2023","14/01/2015","16.8"
"Haifa University 09/2004-04/2023","15/01/2015","23.8"
"Haifa University Man 10/1975-04/2023","15/01/2015","24.5"
"Haifa University 09/2004-04/2023","16/01/2015","0.6"
"Haifa University Man 10/1975-04/2023","16/01/2015","0.7"
"Haifa University 09/2004-04/2023","09/02/2015","0.7"
"Haifa University Man 10/1975-04/2023","09/02/2015","0.4"
"Haifa University 09/2004-04/2023","10/02/2015","3.3"
"Haifa University Man 10/1975-04/2023","10/02/2015","5.0"
"Haifa University 09/2004-04/2023","11/02/2015","23.3"
"Haifa University Man 10/1975-04/2023","11/02/2015","26.0"
"Haifa University 09/2004-04/2023","12/02/2015","32.2"
"Haifa University Man 10/1975-04/2023","12/02/2015","41.3"
"Haifa University 09/2004-04/2023","13/02/2015","15.9"
"Haifa University Man 10/1975-04/2023","13/02/2015","16.5"
"Haifa University 09/2004-04/2023","14/02/2015","2.8"
"Haifa University Man 10/1975-04/2023","14/02/2015","1.8"
"Haifa University 09/2004-04/2023","15/02/2015","2.8"
"Haifa University Man 10/1975-04/2023","15/02/2015","2.5"
"Haifa University 09/2004-04/2023","16/02/2015","4.1"
"Haifa University Man 10/1975-04/2023","16/02/2015","4.8"
"Haifa University 09/2004-04/2023","17/02/2015","6.4"
"Haifa University Man 10/1975-04/2023","17/02/2015","7.7"
"Haifa University 09/2004-04/2023","18/02/2015","1.4"
"Haifa University Man 10/1975-04/2023","18/02/2015","1.9"
"Haifa University 09/2004-04/2023","19/02/2015","10.4"
"Haifa University Man 10/1975-04/2023","19/02/2015","15.1"
"Haifa University 09/2004-04/2023","20/02/2015","21.4"
"Haifa University Man 10/1975-04/2023","20/02/2015","21.8"
"Haifa University 09/2004-04/2023","24/02/2015","4.0"
"Haifa University Man 10/1975-04/2023","24/02/2015","3.3"
"Haifa University 09/2004-04/2023","02/03/2015","2.4"
"Haifa University Man 10/1975-04/2023","02/03/2015","2.0"
"Haifa University 09/2004-04/2023","03/03/2015","1.7"
"Haifa University Man 10/1975-04/2023","03/03/2015","1.5"
"Haifa University 09/2004-04/2023","04/03/2015","4.0"
"Haifa University Man 10/1975-04/2023","04/03/2015","3.0"
"Haifa University 09/2004-04/2023","11/03/2015","9.3"
"Haifa University Man 10/1975-04/2023","11/03/2015","9.7"
"Haifa University 09/2004-04/2023","12/03/2015","1.6"
"Haifa University Man 10/1975-04/2023","12/03/2015","2.1"
"Haifa University 09/2004-04/2023","13/03/2015","0.1"
"Haifa University 09/2004-04/2023","19/03/2015","0.1"
"Haifa University 09/2004-04/2023","21/03/2015","7.7"
"Haifa University Man 10/1975-04/2023","21/03/2015","9.1"
"Haifa University 09/2004-04/2023","28/03/2015","2.2"
"Haifa University Man 10/1975-04/2023","28/03/2015","2.5"
"Haifa University 09/2004-04/2023","31/03/2015","12.2"
"Haifa University Man 10/1975-04/2023","31/03/2015","13.3"
"Haifa University 09/2004-04/2023","09/04/2015","0.3"
"Haifa University Man 10/1975-04/2023","09/04/2015","0.3"
"Haifa University 09/2004-04/2023","10/04/2015","24.1"
"Haifa University Man 10/1975-04/2023","10/04/2015","28.0"
"Haifa University 09/2004-04/2023","11/04/2015","37.4"
"Haifa University Man 10/1975-04/2023","11/04/2015","41.7"
"Haifa University 09/2004-04/2023","12/04/2015","4.2"
"Haifa University Man 10/1975-04/2023","12/04/2015","6.0"
"Haifa University 09/2004-04/2023","22/04/2015","0.2"
"Haifa University Man 10/1975-04/2023","22/04/2015","0.2"
"Haifa University 09/2004-04/2023","23/04/2015","2.4"
"Haifa University Man 10/1975-04/2023","23/04/2015","2.4"
"Haifa University 09/2004-04/2023","11/05/2015","1.2"
"Haifa University 09/2004-04/2023","29/05/2015","3.1"
"Haifa University 09/2004-04/2023","20/06/2015","0.9"
"Haifa University 09/2004-04/2023","06/10/2015","6.9"
"Haifa University Man 10/1975-04/2023","06/10/2015","5.0"
"Haifa University 09/2004-04/2023","07/10/2015","3.3"
"Haifa University Man 10/1975-04/2023","07/10/2015","2.5"
"Haifa University 09/2004-04/2023","08/10/2015","11.4"
"Haifa University Man 10/1975-04/2023","08/10/2015","9.0"
"Haifa University 09/2004-04/2023","09/10/2015","1.3"
"Haifa University Man 10/1975-04/2023","09/10/2015","0.5"
"Haifa University 09/2004-04/2023","25/10/2015","6.4"
"Haifa University Man 10/1975-04/2023","25/10/2015","4.3"
"Haifa University 09/2004-04/2023","26/10/2015","26.9"
"Haifa University Man 10/1975-04/2023","26/10/2015","26.3"
"Haifa University 09/2004-04/2023","27/10/2015","0.1"
"Haifa University Man 10/1975-04/2023","27/10/2015","0.1"
"Haifa University 09/2004-04/2023","28/10/2015","6.1"
"Haifa University Man 10/1975-04/2023","28/10/2015","5.4"
"Haifa University 09/2004-04/2023","29/10/2015","1.0"
"Haifa University Man 10/1975-04/2023","29/10/2015","0.7"
"Haifa University 09/2004-04/2023","30/10/2015","0.2"
"Haifa University Man 10/1975-04/2023","30/10/2015","0.2"
"Haifa University 09/2004-04/2023","05/11/2015","0.7"
"Haifa University Man 10/1975-04/2023","05/11/2015","0.6"
"Haifa University 09/2004-04/2023","06/11/2015","0.3"
"Haifa University Man 10/1975-04/2023","06/11/2015","0.3"
"Haifa University 09/2004-04/2023","07/11/2015","1.1"
"Haifa University Man 10/1975-04/2023","07/11/2015","1.1"
"Haifa University 09/2004-04/2023","08/11/2015","1.8"
"Haifa University Man 10/1975-04/2023","08/11/2015","2.0"
"Haifa University 09/2004-04/2023","09/11/2015","14.8"
"Haifa University Man 10/1975-04/2023","09/11/2015","16.0"
"Haifa University 09/2004-04/2023","16/11/2015","19.8"
"Haifa University Man 10/1975-04/2023","16/11/2015","19.4"
"Haifa University 09/2004-04/2023","29/11/2015","0.2"
"Haifa University Man 10/1975-04/2023","29/11/2015","0.5"
"Haifa University 09/2004-04/2023","30/11/2015","13.8"
"Haifa University Man 10/1975-04/2023","30/11/2015","14.4"
"Haifa University 09/2004-04/2023","01/12/2015","0.3"
"Haifa University Man 10/1975-04/2023","01/12/2015","0.3"
"Haifa University 09/2004-04/2023","02/12/2015","10.8"
"Haifa University Man 10/1975-04/2023","02/12/2015","9.0"
"Haifa University 09/2004-04/2023","12/12/2015","0.9"
"Haifa University Man 10/1975-04/2023","12/12/2015","0.8"
"Haifa University 09/2004-04/2023","13/12/2015","0.6"
"Haifa University Man 10/1975-04/2023","13/12/2015","0.8"
"Haifa University 09/2004-04/2023","14/12/2015","1.3"
"Haifa University Man 10/1975-04/2023","14/12/2015","1.4"
"Haifa University 09/2004-04/2023","15/12/2015","1.4"
"Haifa University Man 10/1975-04/2023","15/12/2015","1.1"
"Haifa University 09/2004-04/2023","17/12/2015","1.8"
"Haifa University Man 10/1975-04/2023","17/12/2015","1.8"
"Haifa University 09/2004-04/2023","18/12/2015","7.5"
"Haifa University Man 10/1975-04/2023","18/12/2015","5.9"
"Haifa University 09/2004-04/2023","19/12/2015","0.2"
"Haifa University Man 10/1975-04/2023","19/12/2015","0.2"
"Haifa University 09/2004-04/2023","26/12/2015","11.8"
"Haifa University Man 10/1975-04/2023","26/12/2015","10.0"
"Haifa University 09/2004-04/2023","29/12/2015","0.1"
"Haifa University Man 10/1975-04/2023","29/12/2015","0.2"
"Haifa University 09/2004-04/2023","30/12/2015","0.6"
"Haifa University Man 10/1975-04/2023","30/12/2015","2.3"
"Haifa University 09/2004-04/2023","31/12/2015","18.3"
"Haifa University Man 10/1975-04/2023","31/12/2015","18.9"
"Haifa University 09/2004-04/2023","01/01/2016","8.2"
"Haifa University Man 10/1975-04/2023","01/01/2016","8.2"
"Haifa University 09/2004-04/2023","02/01/2016","7.9"
"Haifa University Man 10/1975-04/2023","02/01/2016","6.5"
"Haifa University 09/2004-04/2023","03/01/2016","8.0"
"Haifa University Man 10/1975-04/2023","03/01/2016","10.0"
"Haifa University 09/2004-04/2023","07/01/2016","26.8"
"Haifa University Man 10/1975-04/2023","07/01/2016","20.3"
"Haifa University 09/2004-04/2023","08/01/2016","30.3"
"Haifa University Man 10/1975-04/2023","08/01/2016","34.4"
"Haifa University Man 10/1975-04/2023","09/01/2016","0.1"
"Haifa University 09/2004-04/2023","14/01/2016","0.2"
"Haifa University Man 10/1975-04/2023","14/01/2016","0.2"
"Haifa University 09/2004-04/2023","18/01/2016","14.3"
"Haifa University Man 10/1975-04/2023","18/01/2016","13.9"
"Haifa University 09/2004-04/2023","19/01/2016","15.7"
"Haifa University Man 10/1975-04/2023","19/01/2016","16.0"
"Haifa University 09/2004-04/2023","20/01/2016","0.2"
"Haifa University 09/2004-04/2023","22/01/2016","0.7"
"Haifa University Man 10/1975-04/2023","22/01/2016","0.9"
"Haifa University 09/2004-04/2023","23/01/2016","2.8"
"Haifa University Man 10/1975-04/2023","23/01/2016","1.8"
"Haifa University 09/2004-04/2023","24/01/2016","9.2"
"Haifa University Man 10/1975-04/2023","24/01/2016","10.0"
"Haifa University 09/2004-04/2023","25/01/2016","3.5"
"Haifa University Man 10/1975-04/2023","25/01/2016","4.5"
"Haifa University 09/2004-04/2023","26/01/2016","3.4"
"Haifa University Man 10/1975-04/2023","26/01/2016","4.0"
"Haifa University 09/2004-04/2023","05/02/2016","1.6"
"Haifa University Man 10/1975-04/2023","05/02/2016","0.9"
"Haifa University 09/2004-04/2023","06/02/2016","22.2"
"Haifa University Man 10/1975-04/2023","06/02/2016","18.8"
"Haifa University 09/2004-04/2023","07/02/2016","6.7"
"Haifa University Man 10/1975-04/2023","07/02/2016","4.9"
"Haifa University 09/2004-04/2023","21/02/2016","12.9"
"Haifa University Man 10/1975-04/2023","21/02/2016","12.9"
"Haifa University 09/2004-04/2023","22/02/2016","7.7"
"Haifa University Man 10/1975-04/2023","22/02/2016","7.7"
"Haifa University 09/2004-04/2023","23/02/2016","9.4"
"Haifa University Man 10/1975-04/2023","23/02/2016","9.4"
"Haifa University 09/2004-04/2023","02/03/2016","0.9"
"Haifa University Man 10/1975-04/2023","02/03/2016","0.7"
"Haifa University 09/2004-04/2023","03/03/2016","0.5"
"Haifa University Man 10/1975-04/2023","03/03/2016","0.5"
"Haifa University 09/2004-04/2023","13/03/2016","0.1"
"Haifa University Man 10/1975-04/2023","13/03/2016","0.1"
"Haifa University 09/2004-04/2023","14/03/2016","0.9"
"Haifa University Man 10/1975-04/2023","14/03/2016","0.8"
"Haifa University 09/2004-04/2023","15/03/2016","10.6"
"Haifa University Man 10/1975-04/2023","15/03/2016","10.1"
"Haifa University 09/2004-04/2023","16/03/2016","6.3"
"Haifa University Man 10/1975-04/2023","16/03/2016","5.4"
"Haifa University 09/2004-04/2023","17/03/2016","0.9"
"Haifa University Man 10/1975-04/2023","17/03/2016","0.9"
"Haifa University 09/2004-04/2023","20/03/2016","0.5"
"Haifa University Man 10/1975-04/2023","20/03/2016","0.5"
"Haifa University 09/2004-04/2023","27/03/2016","7.9"
"Haifa University Man 10/1975-04/2023","27/03/2016","7.8"
"Haifa University 09/2004-04/2023","28/03/2016","0.3"
"Haifa University Man 10/1975-04/2023","28/03/2016","0.3"
"Haifa University 09/2004-04/2023","09/04/2016","0.3"
"Haifa University Man 10/1975-04/2023","09/04/2016","0.4"
"Haifa University 09/2004-04/2023","11/04/2016","8.5"
"Haifa University Man 10/1975-04/2023","11/04/2016","8.7"
"Haifa University 09/2004-04/2023","12/04/2016","15.1"
"Haifa University Man 10/1975-04/2023","12/04/2016","13.8"
"Haifa University 09/2004-04/2023","13/04/2016","0.7"
"Haifa University Man 10/1975-04/2023","13/04/2016","0.4"
"Haifa University 09/2004-04/2023","23/05/2016","7.1"
"Haifa University Man 10/1975-04/2023","23/05/2016","4.3"
"Haifa University 09/2004-04/2023","27/05/2016","1.5"
"Haifa University Man 10/1975-04/2023","27/05/2016","1.5"
"Haifa University 09/2004-04/2023","27/06/2016","0.1"
"Haifa University 09/2004-04/2023","22/09/2016","0.9"
"Haifa University 09/2004-04/2023","31/10/2016","5.1"
"Haifa University 09/2004-04/2023","01/11/2016","0.6"
"Haifa University 09/2004-04/2023","29/11/2016","0.2"
"Haifa University 09/2004-04/2023","30/11/2016","9.2"
"Haifa University 09/2004-04/2023","01/12/2016","42.1"
"Haifa University 09/2004-04/2023","02/12/2016","0.8"
"Haifa University 09/2004-04/2023","03/12/2016","2.4"
"Haifa University 09/2004-04/2023","08/12/2016","2.5"
"Haifa University 09/2004-04/2023","10/12/2016","0.6"
"Haifa University 09/2004-04/2023","12/12/2016","35.1"
"Haifa University 09/2004-04/2023","13/12/2016","60.3"
"Haifa University 09/2004-04/2023","14/12/2016","8.5"
"Haifa University 09/2004-04/2023","15/12/2016","0.8"
"Haifa University 09/2004-04/2023","16/12/2016","12.2"
"Haifa University 09/2004-04/2023","17/12/2016","2.7"
"Haifa University 09/2004-04/2023","18/12/2016","1.5"
"Haifa University 09/2004-04/2023","19/12/2016","2.8"
"Haifa University 09/2004-04/2023","22/12/2016","0.5"
"Haifa University 09/2004-04/2023","24/12/2016","10.9"
"Haifa University 09/2004-04/2023","25/12/2016","20.1"
"Haifa University 09/2004-04/2023","26/12/2016","39.4"
"Haifa University 09/2004-04/2023","27/12/2016","17.0"
"Haifa University 09/2004-04/2023","29/12/2016","7.7"
"Haifa University 09/2004-04/2023","30/12/2016","5.2"
"Haifa University 09/2004-04/2023","31/12/2016","13.8"
"Haifa University 09/2004-04/2023","01/01/2017","4.8"
"Haifa University 09/2004-04/2023","02/01/2017","9.5"
"Haifa University 09/2004-04/2023","03/01/2017","5.9"
"Haifa University 09/2004-04/2023","04/01/2017","6.9"
"Haifa University 09/2004-04/2023","08/01/2017","1.4"
"Haifa University 09/2004-04/2023","09/01/2017","22.1"
"Haifa University 09/2004-04/2023","12/01/2017","1.3"
"Haifa University 09/2004-04/2023","14/01/2017","11.5"
"Haifa University 09/2004-04/2023","21/01/2017","1.1"
"Haifa University 09/2004-04/2023","26/01/2017","21.8"
"Haifa University 09/2004-04/2023","27/01/2017","9.6"
"Haifa University 09/2004-04/2023","28/01/2017","1.5"
"Haifa University 09/2004-04/2023","31/01/2017","5.6"
"Haifa University 09/2004-04/2023","11/02/2017","15.3"
"Haifa University 09/2004-04/2023","12/02/2017","3.4"
"Haifa University 09/2004-04/2023","13/02/2017","7.9"
"Haifa University 09/2004-04/2023","14/02/2017","13.7"
"Haifa University 09/2004-04/2023","15/02/2017","12.1"
"Haifa University 09/2004-04/2023","16/02/2017","1.9"
"Haifa University 09/2004-04/2023","02/03/2017","8.3"
"Haifa University 09/2004-04/2023","03/03/2017","1.5"
"Haifa University 09/2004-04/2023","10/03/2017","0.3"
"Haifa University 09/2004-04/2023","12/03/2017","15.0"
"Haifa University 09/2004-04/2023","13/03/2017","4.6"
"Haifa University 09/2004-04/2023","14/03/2017","0.5"
"Haifa University 09/2004-04/2023","15/03/2017","9.7"
"Haifa University 09/2004-04/2023","01/04/2017","3.9"
"Haifa University 09/2004-04/2023","02/04/2017","2.1"
"Haifa University 09/2004-04/2023","12/04/2017","2.0"
"Haifa University 09/2004-04/2023","14/04/2017","1.6"
"Haifa University 09/2004-04/2023","20/05/2017","0.9"
"Haifa University 09/2004-04/2023","22/05/2017","0.2"
"Haifa University 09/2004-04/2023","08/10/2017","12.7"
"Haifa University Man 10/1975-04/2023","08/10/2017","16.0"
"Haifa University 09/2004-04/2023","09/10/2017","0.4"
"Haifa University Man 10/1975-04/2023","09/10/2017","0.8"
"Haifa University 09/2004-04/2023","28/10/2017","6.5"
"Haifa University Man 10/1975-04/2023","28/10/2017","14.8"
