"Station","date-","Maximum Temperature (°C)","Minimum Temperature (°C)"
"Haifa Technion 01/1995-04/2023","21/03/2017","17.6","13.0"
"Haifa Technion 01/1995-04/2023","22/03/2017","18.8","11.6"
"Haifa Technion 01/1995-04/2023","23/03/2017","20.4","12.2"
"Haifa Technion 01/1995-04/2023","24/03/2017","19.6","11.6"
"Haifa Technion 01/1995-04/2023","25/03/2017","19.8","12.0"
"Haifa Technion 01/1995-04/2023","26/03/2017","20.3","10.6"
"Haifa Technion 01/1995-04/2023","27/03/2017","18.5","11.0"
"Haifa Technion 01/1995-04/2023","28/03/2017","18.4","11.2"
"Haifa Technion 01/1995-04/2023","29/03/2017","20.7","11.4"
"Haifa Technion 01/1995-04/2023","30/03/2017","26.0","15.8"
"Haifa Technion 01/1995-04/2023","31/03/2017","22.3","12.5"
"Haifa Technion 01/1995-04/2023","01/04/2017","19.6","12.9"
"Haifa Technion 01/1995-04/2023","02/04/2017","17.3","11.8"
"Haifa Technion 01/1995-04/2023","03/04/2017","18.5","13.7"
"Haifa Technion 01/1995-04/2023","04/04/2017","25.0","11.5"
"Haifa Technion 01/1995-04/2023","05/04/2017","30.5","19.0"
"Haifa Technion 01/1995-04/2023","06/04/2017","29.1","13.4"
"Haifa Technion 01/1995-04/2023","07/04/2017","18.4","13.7"
"Haifa Technion 01/1995-04/2023","08/04/2017","18.6","12.2"
"Haifa Technion 01/1995-04/2023","09/04/2017","17.7","12.6"
"Haifa Technion 01/1995-04/2023","10/04/2017","18.2","11.0"
"Haifa Technion 01/1995-04/2023","11/04/2017","20.6","13.2"
"Haifa Technion 01/1995-04/2023","12/04/2017","26.4","17.3"
"Haifa Technion 01/1995-04/2023","13/04/2017","28.1","16.1"
"Haifa Technion 01/1995-04/2023","14/04/2017","18.1","14.8"
"Haifa Technion 01/1995-04/2023","15/04/2017","19.0","14.0"
"Haifa Technion 01/1995-04/2023","16/04/2017","20.1","13.1"
"Haifa Technion 01/1995-04/2023","17/04/2017","19.3","11.9"
"Haifa Technion 01/1995-04/2023","18/04/2017","23.4","12.0"
"Haifa Technion 01/1995-04/2023","19/04/2017","22.3","13.2"
"Haifa Technion 01/1995-04/2023","20/04/2017","22.5","12.9"
"Haifa Technion 01/1995-04/2023","21/04/2017","32.9","16.1"
"Haifa Technion 01/1995-04/2023","22/04/2017","36.5","21.9"
"Haifa Technion 01/1995-04/2023","23/04/2017","30.8","14.8"
"Haifa Technion 01/1995-04/2023","24/04/2017","19.2","14.3"
"Haifa Technion 01/1995-04/2023","25/04/2017","18.6","11.1"
"Haifa Technion 01/1995-04/2023","26/04/2017","21.2","14.1"
"Haifa Technion 01/1995-04/2023","27/04/2017","24.3","16.4"
"Haifa Technion 01/1995-04/2023","28/04/2017","22.7","15.3"
"Haifa Technion 01/1995-04/2023","29/04/2017","24.3","13.6"
"Haifa Technion 01/1995-04/2023","30/04/2017","25.3","15.7"
"Haifa Technion 01/1995-04/2023","01/05/2017","26.8","14.8"
"Haifa Technion 01/1995-04/2023","02/05/2017","22.0","16.2"
"Haifa Technion 01/1995-04/2023","03/05/2017","21.3","15.2"
"Haifa Technion 01/1995-04/2023","04/05/2017","21.4","15.5"
"Haifa Technion 01/1995-04/2023","05/05/2017","21.6","15.7"
"Haifa Technion 01/1995-04/2023","06/05/2017","21.7","16.9"
"Haifa Technion 01/1995-04/2023","07/05/2017","22.7","14.6"
"Haifa Technion 01/1995-04/2023","08/05/2017","30.0","15.5"
"Haifa Technion 01/1995-04/2023","09/05/2017","34.9","20.6"
"Haifa Technion 01/1995-04/2023","10/05/2017","34.2","22.9"
"Haifa Technion 01/1995-04/2023","11/05/2017","25.9","18.0"
"Haifa Technion 01/1995-04/2023","12/05/2017","23.0","17.0"
"Haifa Technion 01/1995-04/2023","13/05/2017","27.1","17.2"
"Haifa Technion 01/1995-04/2023","14/05/2017","29.8","18.7"
"Haifa Technion 01/1995-04/2023","15/05/2017","27.8","20.3"
"Haifa Technion 01/1995-04/2023","16/05/2017","27.4","19.2"
"Haifa Technion 01/1995-04/2023","17/05/2017","26.3","17.5"
"Haifa Technion 01/1995-04/2023","18/05/2017","26.4","19.6"
"Haifa Technion 01/1995-04/2023","19/05/2017","23.8","19.7"
"Haifa Technion 01/1995-04/2023","20/05/2017","22.1","17.8"
"Haifa Technion 01/1995-04/2023","21/05/2017","21.9","17.1"
"Haifa Technion 01/1995-04/2023","22/05/2017","29.1","14.8"
"Haifa Technion 01/1995-04/2023","23/05/2017","26.8","18.5"
"Haifa Technion 01/1995-04/2023","24/05/2017","23.3","17.4"
"Haifa Technion 01/1995-04/2023","25/05/2017","23.6","16.0"
"Haifa Technion 01/1995-04/2023","26/05/2017","22.3","17.1"
"Haifa Technion 01/1995-04/2023","27/05/2017","28.2","16.7"
"Haifa Technion 01/1995-04/2023","28/05/2017","27.4","19.1"
"Haifa Technion 01/1995-04/2023","29/05/2017","27.4","16.8"
"Haifa Technion 01/1995-04/2023","30/05/2017","27.8","17.5"
"Haifa Technion 01/1995-04/2023","31/05/2017","25.5","17.2"
"Haifa Technion 01/1995-04/2023","01/06/2017","23.1","17.5"
"Haifa Technion 01/1995-04/2023","02/06/2017","24.5","19.0"
"Haifa Technion 01/1995-04/2023","03/06/2017","28.1","18.0"
"Haifa Technion 01/1995-04/2023","04/06/2017","27.5","19.6"
"Haifa Technion 01/1995-04/2023","05/06/2017","27.2","18.7"
"Haifa Technion 01/1995-04/2023","06/06/2017","26.9","18.1"
"Haifa Technion 01/1995-04/2023","07/06/2017","28.4","17.9"
"Haifa Technion 01/1995-04/2023","08/06/2017","30.0","20.5"
"Haifa Technion 01/1995-04/2023","09/06/2017","31.8","22.1"
"Haifa Technion 01/1995-04/2023","10/06/2017","25.5","20.9"
"Haifa Technion 01/1995-04/2023","11/06/2017","25.3","18.9"
"Haifa Technion 01/1995-04/2023","12/06/2017","26.1","19.8"
"Haifa Technion 01/1995-04/2023","13/06/2017","25.7","20.3"
"Haifa Technion 01/1995-04/2023","14/06/2017","26.8","18.2"
"Haifa Technion 01/1995-04/2023","15/06/2017","26.3","20.4"
"Haifa Technion 01/1995-04/2023","16/06/2017","27.3","21.0"
"Haifa Technion 01/1995-04/2023","17/06/2017","27.1","21.8"
"Haifa Technion 01/1995-04/2023","18/06/2017","29.2","21.7"
"Haifa Technion 01/1995-04/2023","19/06/2017","27.6","20.5"
"Haifa Technion 01/1995-04/2023","20/06/2017","25.8","21.9"
"Haifa Technion 01/1995-04/2023","21/06/2017","25.2","19.3"
"Haifa Technion 01/1995-04/2023","22/06/2017","26.1","20.9"
"Haifa Technion 01/1995-04/2023","23/06/2017","26.5","20.5"
"Haifa Technion 01/1995-04/2023","24/06/2017","28.2","21.0"
"Haifa Technion 01/1995-04/2023","25/06/2017","29.6","21.7"
"Haifa Technion 01/1995-04/2023","26/06/2017","31.0","21.9"
"Haifa Technion 01/1995-04/2023","27/06/2017","30.5","23.3"
"Haifa Technion 01/1995-04/2023","28/06/2017","29.0","22.7"
"Haifa Technion 01/1995-04/2023","29/06/2017","28.3","20.7"
"Haifa Technion 01/1995-04/2023","30/06/2017","28.3","23.2"
"Haifa Technion 01/1995-04/2023","01/07/2017","31.4","23.3"
"Haifa Technion 01/1995-04/2023","02/07/2017","33.2","23.4"
"Haifa Technion 01/1995-04/2023","03/07/2017","35.1","25.2"
"Haifa Technion 01/1995-04/2023","04/07/2017","33.6","25.9"
"Haifa Technion 01/1995-04/2023","05/07/2017","29.0","24.5"
"Haifa Technion 01/1995-04/2023","06/07/2017","27.8","23.3"
"Haifa Technion 01/1995-04/2023","07/07/2017","28.3","23.6"
"Haifa Technion 01/1995-04/2023","08/07/2017","28.9","23.6"
"Haifa Technion 01/1995-04/2023","09/07/2017","29.9","23.5"
"Haifa Technion 01/1995-04/2023","10/07/2017","32.7","23.4"
"Haifa Technion 01/1995-04/2023","11/07/2017","32.8","24.7"
"Haifa Technion 01/1995-04/2023","12/07/2017","30.8","24.2"
"Haifa Technion 01/1995-04/2023","13/07/2017","29.9","24.9"
"Haifa Technion 01/1995-04/2023","14/07/2017","32.2","23.4"
"Haifa Technion 01/1995-04/2023","15/07/2017","32.2","23.8"
"Haifa Technion 01/1995-04/2023","16/07/2017","34.0","21.7"
"Haifa Technion 01/1995-04/2023","17/07/2017","30.9","24.2"
"Haifa Technion 01/1995-04/2023","18/07/2017","30.3","24.1"
"Haifa Technion 01/1995-04/2023","19/07/2017","30.1","24.9"
"Haifa Technion 01/1995-04/2023","20/07/2017","28.9","23.3"
"Haifa Technion 01/1995-04/2023","21/07/2017","28.9","22.9"
"Haifa Technion 01/1995-04/2023","22/07/2017","29.0","23.0"
"Haifa Technion 01/1995-04/2023","23/07/2017","29.2","22.2"
"Haifa Technion 01/1995-04/2023","24/07/2017","29.9","23.6"
"Haifa Technion 01/1995-04/2023","25/07/2017","30.7","24.8"
"Haifa Technion 01/1995-04/2023","26/07/2017","34.8","25.3"
"Haifa Technion 01/1995-04/2023","27/07/2017","31.5","24.0"
"Haifa Technion 01/1995-04/2023","28/07/2017","29.8","25.0"
"Haifa Technion 01/1995-04/2023","29/07/2017","29.5","23.0"
"Haifa Technion 01/1995-04/2023","30/07/2017","28.8","22.8"
"Haifa Technion 01/1995-04/2023","31/07/2017","30.3","22.4"
"Haifa Technion 01/1995-04/2023","01/08/2017","31.4","23.8"
"Haifa Technion 01/1995-04/2023","02/08/2017","29.8","24.0"
"Haifa Technion 01/1995-04/2023","03/08/2017","29.1","23.5"
"Haifa Technion 01/1995-04/2023","04/08/2017","29.2","22.5"
"Haifa Technion 01/1995-04/2023","05/08/2017","29.0","21.1"
"Haifa Technion 01/1995-04/2023","06/08/2017","30.2","22.1"
"Haifa Technion 01/1995-04/2023","07/08/2017","30.5","23.0"
"Haifa Technion 01/1995-04/2023","08/08/2017","29.2","25.5"
"Haifa Technion 01/1995-04/2023","09/08/2017","30.2","23.7"
"Haifa Technion 01/1995-04/2023","10/08/2017","29.6","23.7"
"Haifa Technion 01/1995-04/2023","11/08/2017","30.0","23.2"
"Haifa Technion 01/1995-04/2023","12/08/2017","30.1","22.5"
"Haifa Technion 01/1995-04/2023","13/08/2017","30.1","23.9"
"Haifa Technion 01/1995-04/2023","14/08/2017","30.1","23.5"
"Haifa Technion 01/1995-04/2023","15/08/2017","29.9","24.3"
"Haifa Technion 01/1995-04/2023","16/08/2017","29.4","23.5"
"Haifa Technion 01/1995-04/2023","17/08/2017","29.8","22.1"
"Haifa Technion 01/1995-04/2023","18/08/2017","29.7","22.3"
"Haifa Technion 01/1995-04/2023","19/08/2017","30.2","21.7"
"Haifa Technion 01/1995-04/2023","20/08/2017","30.0","22.4"
"Haifa Technion 01/1995-04/2023","21/08/2017","29.1","23.1"
"Haifa Technion 01/1995-04/2023","22/08/2017","29.0","24.4"
"Haifa Technion 01/1995-04/2023","23/08/2017","29.2","23.1"
"Haifa Technion 01/1995-04/2023","24/08/2017","29.9","24.0"
"Haifa Technion 01/1995-04/2023","25/08/2017","30.8","23.5"
"Haifa Technion 01/1995-04/2023","26/08/2017","31.2","24.4"
"Haifa Technion 01/1995-04/2023","27/08/2017","30.5",""
"Haifa Technion 01/1995-04/2023","28/08/2017","28.8","22.7"
"Haifa Technion 01/1995-04/2023","29/08/2017","28.4","22.0"
"Haifa Technion 01/1995-04/2023","30/08/2017","28.3","21.8"
"Haifa Technion 01/1995-04/2023","31/08/2017","28.5","21.4"
"Haifa Technion 01/1995-04/2023","01/09/2017","29.1","22.9"
"Haifa Technion 01/1995-04/2023","02/09/2017","29.9","23.7"
"Haifa Technion 01/1995-04/2023","03/09/2017","31.2","23.4"
"Haifa Technion 01/1995-04/2023","04/09/2017","29.4","24.3"
"Haifa Technion 01/1995-04/2023","05/09/2017","30.3","23.8"
"Haifa Technion 01/1995-04/2023","06/09/2017","28.4","23.5"
"Haifa Technion 01/1995-04/2023","07/09/2017","28.6","22.4"
"Haifa Technion 01/1995-04/2023","08/09/2017","28.9","21.8"
"Haifa Technion 01/1995-04/2023","09/09/2017","29.3","24.7"
"Haifa Technion 01/1995-04/2023","10/09/2017","29.4","23.3"
"Haifa Technion 01/1995-04/2023","11/09/2017","31.3","22.3"
"Haifa Technion 01/1995-04/2023","12/09/2017","32.0","20.6"
"Haifa Technion 01/1995-04/2023","13/09/2017","31.5","22.5"
"Haifa Technion 01/1995-04/2023","14/09/2017","29.9","24.2"
"Haifa Technion 01/1995-04/2023","15/09/2017","28.0","24.6"
"Haifa Technion 01/1995-04/2023","16/09/2017","27.7","22.1"
"Haifa Technion 01/1995-04/2023","17/09/2017","28.1","21.8"
"Haifa Technion 01/1995-04/2023","18/09/2017","",""
"Haifa Technion 01/1995-04/2023","19/09/2017","",""
"Haifa Technion 01/1995-04/2023","20/09/2017","",""
"Haifa Technion 01/1995-04/2023","21/09/2017","",""
"Haifa Technion 01/1995-04/2023","22/09/2017","",""
"Haifa Technion 01/1995-04/2023","23/09/2017","",""
"Haifa Technion 01/1995-04/2023","24/09/2017","",""
"Haifa Technion 01/1995-04/2023","25/09/2017","",""
"Haifa Technion 01/1995-04/2023","26/09/2017","",""
"Haifa Technion 01/1995-04/2023","27/09/2017","27.0","21.5"
"Haifa Technion 01/1995-04/2023","28/09/2017","26.8","20.8"
"Haifa Technion 01/1995-04/2023","29/09/2017","26.5","19.9"
"Haifa Technion 01/1995-04/2023","30/09/2017","26.3","21.4"
"Haifa Technion 01/1995-04/2023","01/10/2017","27.2","21.0"
"Haifa Technion 01/1995-04/2023","02/10/2017","31.6","20.2"
"Haifa Technion 01/1995-04/2023","03/10/2017","26.9","22.0"
"Haifa Technion 01/1995-04/2023","04/10/2017","26.1","21.4"
"Haifa Technion 01/1995-04/2023","05/10/2017","26.5","20.4"
"Haifa Technion 01/1995-04/2023","06/10/2017","26.6","19.0"
"Haifa Technion 01/1995-04/2023","07/10/2017","26.9","18.7"
"Haifa Technion 01/1995-04/2023","08/10/2017","27.8","20.4"
"Haifa Technion 01/1995-04/2023","09/10/2017","25.1","20.0"
"Haifa Technion 01/1995-04/2023","10/10/2017","24.5","19.2"
"Haifa Technion 01/1995-04/2023","11/10/2017","24.6","18.8"
"Haifa Technion 01/1995-04/2023","12/10/2017","24.2","17.6"
"Haifa Technion 01/1995-04/2023","13/10/2017","25.2","18.7"
"Haifa Technion 01/1995-04/2023","14/10/2017","25.7","19.9"
"Haifa Technion 01/1995-04/2023","15/10/2017","24.8","19.7"
"Haifa Technion 01/1995-04/2023","16/10/2017","25.2","18.3"
"Haifa Technion 01/1995-04/2023","17/10/2017","25.8","19.5"
"Haifa Technion 01/1995-04/2023","18/10/2017","29.0","18.5"
"Haifa Technion 01/1995-04/2023","19/10/2017","31.7","21.8"
"Haifa Technion 01/1995-04/2023","20/10/2017","26.4","21.1"
"Haifa Technion 01/1995-04/2023","21/10/2017","25.1","20.1"
"Haifa Technion 01/1995-04/2023","22/10/2017","24.5","17.9"
"Haifa Technion 01/1995-04/2023","23/10/2017","23.9","16.6"
"Haifa Technion 01/1995-04/2023","24/10/2017","24.2","17.2"
"Haifa Technion 01/1995-04/2023","25/10/2017","24.7","16.8"
"Haifa Technion 01/1995-04/2023","26/10/2017","29.0","18.2"
"Haifa Technion 01/1995-04/2023","27/10/2017","29.2","20.1"
"Haifa Technion 01/1995-04/2023","28/10/2017","23.5","18.7"
"Haifa Technion 01/1995-04/2023","29/10/2017","23.9","18.7"
"Haifa Technion 01/1995-04/2023","30/10/2017","23.1","14.0"
"Haifa Technion 01/1995-04/2023","31/10/2017","23.2","18.4"
"Haifa Technion 01/1995-04/2023","01/11/2017","22.9","17.4"
"Haifa Technion 01/1995-04/2023","02/11/2017","22.1","16.2"
"Haifa Technion 01/1995-04/2023","03/11/2017","21.9","15.0"
"Haifa Technion 01/1995-04/2023","04/11/2017","22.6","15.8"
"Haifa Technion 01/1995-04/2023","05/11/2017","23.0","15.8"
"Haifa Technion 01/1995-04/2023","06/11/2017","22.5","14.3"
"Haifa Technion 01/1995-04/2023","07/11/2017","21.8","15.1"
"Haifa Technion 01/1995-04/2023","08/11/2017","22.4","17.4"
"Haifa Technion 01/1995-04/2023","09/11/2017","21.4","16.7"
"Haifa Technion 01/1995-04/2023","10/11/2017","21.9","15.1"
"Haifa Technion 01/1995-04/2023","11/11/2017","21.8","15.4"
"Haifa Technion 01/1995-04/2023","12/11/2017","25.1","14.6"
"Haifa Technion 01/1995-04/2023","13/11/2017","27.1","19.8"
"Haifa Technion 01/1995-04/2023","14/11/2017","23.7","16.3"
"Haifa Technion 01/1995-04/2023","15/11/2017","23.6","15.7"
"Haifa Technion 01/1995-04/2023","16/11/2017","24.1","15.0"
"Haifa Technion 01/1995-04/2023","17/11/2017","27.3","18.1"
"Haifa Technion 01/1995-04/2023","18/11/2017","26.7","20.3"
"Haifa Technion 01/1995-04/2023","19/11/2017","24.1","17.0"
"Haifa Technion 01/1995-04/2023","20/11/2017","20.9","15.7"
"Haifa Technion 01/1995-04/2023","21/11/2017","18.7","15.3"
"Haifa Technion 01/1995-04/2023","22/11/2017","15.8","12.4"
"Haifa Technion 01/1995-04/2023","23/11/2017","17.9","11.0"
"Haifa Technion 01/1995-04/2023","24/11/2017","18.1","11.9"
"Haifa Technion 01/1995-04/2023","25/11/2017","19.6","13.0"
"Haifa Technion 01/1995-04/2023","26/11/2017","21.6","15.6"
"Haifa Technion 01/1995-04/2023","27/11/2017","20.4","14.0"
"Haifa Technion 01/1995-04/2023","28/11/2017","20.9","14.2"
"Haifa Technion 01/1995-04/2023","29/11/2017","19.0","14.6"
"Haifa Technion 01/1995-04/2023","30/11/2017","19.4","13.4"
"Haifa Technion 01/1995-04/2023","01/12/2017","21.9","12.4"
"Haifa Technion 01/1995-04/2023","02/12/2017","22.8","14.3"
"Haifa Technion 01/1995-04/2023","03/12/2017","24.3","14.9"
"Haifa Technion 01/1995-04/2023","04/12/2017","25.0","16.1"
"Haifa Technion 01/1995-04/2023","05/12/2017","21.4","16.7"
"Haifa Technion 01/1995-04/2023","06/12/2017","18.1","10.3"
"Haifa Technion 01/1995-04/2023","07/12/2017","14.8","10.0"
"Haifa Technion 01/1995-04/2023","08/12/2017","16.5","8.3"
"Haifa Technion 01/1995-04/2023","09/12/2017","17.8","9.3"
"Haifa Technion 01/1995-04/2023","10/12/2017","17.2","11.8"
"Haifa Technion 01/1995-04/2023","11/12/2017","19.8","11.7"
"Haifa Technion 01/1995-04/2023","12/12/2017","22.2","15.4"
"Haifa Technion 01/1995-04/2023","13/12/2017","19.9","15.5"
"Haifa Technion 01/1995-04/2023","14/12/2017","19.1","15.3"
"Haifa Technion 01/1995-04/2023","15/12/2017","19.4","14.0"
"Haifa Technion 01/1995-04/2023","16/12/2017","20.6","12.9"
"Haifa Technion 01/1995-04/2023","17/12/2017","21.1","13.5"
"Haifa Technion 01/1995-04/2023","18/12/2017","22.7","15.7"
"Haifa Technion 01/1995-04/2023","19/12/2017","21.8","16.4"
"Haifa Technion 01/1995-04/2023","20/12/2017","21.1","16.7"
"Haifa Technion 01/1995-04/2023","21/12/2017","23.8","17.0"
"Haifa Technion 01/1995-04/2023","22/12/2017","23.5","19.5"
"Haifa Technion 01/1995-04/2023","23/12/2017","21.9","17.6"
"Haifa Technion 01/1995-04/2023","24/12/2017","17.6","11.3"
"Haifa Technion 01/1995-04/2023","25/12/2017","15.6","9.5"
"Haifa Technion 01/1995-04/2023","26/12/2017","17.1","9.6"
"Haifa Technion 01/1995-04/2023","27/12/2017","18.5","10.6"
"Haifa Technion 01/1995-04/2023","28/12/2017","19.2","13.1"
"Haifa Technion 01/1995-04/2023","29/12/2017","19.7","13.8"
"Haifa Technion 01/1995-04/2023","30/12/2017","17.8","12.8"
"Haifa Technion 01/1995-04/2023","31/12/2017","16.9","10.8"
"Haifa Technion 01/1995-04/2023","01/01/2018","13.2","9.0"
"Haifa Technion 01/1995-04/2023","02/01/2018","17.2","12.8"
"Haifa Technion 01/1995-04/2023","03/01/2018","17.1","12.2"
"Haifa Technion 01/1995-04/2023","04/01/2018","14.2","10.3"
"Haifa Technion 01/1995-04/2023","05/01/2018","13.7","8.1"
"Haifa Technion 01/1995-04/2023","06/01/2018","16.7","10.4"
"Haifa Technion 01/1995-04/2023","07/01/2018","17.4","10.1"
"Haifa Technion 01/1995-04/2023","08/01/2018","17.8","10.2"
"Haifa Technion 01/1995-04/2023","09/01/2018","17.4","10.5"
"Haifa Technion 01/1995-04/2023","10/01/2018","17.1","12.9"
"Haifa Technion 01/1995-04/2023","11/01/2018","19.1","12.2"
"Haifa Technion 01/1995-04/2023","12/01/2018","18.2","12.6"
"Haifa Technion 01/1995-04/2023","13/01/2018","19.3","11.2"
"Haifa Technion 01/1995-04/2023","14/01/2018","16.3","10.1"
"Haifa Technion 01/1995-04/2023","15/01/2018","16.7","12.0"
"Haifa Technion 01/1995-04/2023","16/01/2018","16.3","11.9"
"Haifa Technion 01/1995-04/2023","17/01/2018","15.6","10.8"
"Haifa Technion 01/1995-04/2023","18/01/2018","16.5","11.4"
"Haifa Technion 01/1995-04/2023","19/01/2018","14.8","7.5"
"Haifa Technion 01/1995-04/2023","20/01/2018","16.3","10.6"
"Haifa Technion 01/1995-04/2023","21/01/2018","17.4","9.8"
"Haifa Technion 01/1995-04/2023","22/01/2018","17.5","11.1"
"Haifa Technion 01/1995-04/2023","23/01/2018","15.7","11.6"
"Haifa Technion 01/1995-04/2023","24/01/2018","14.4","11.0"
"Haifa Technion 01/1995-04/2023","25/01/2018","11.8","8.7"
"Haifa Technion 01/1995-04/2023","26/01/2018","11.8","6.1"
"Haifa Technion 01/1995-04/2023","27/01/2018","14.6","6.2"
"Haifa Technion 01/1995-04/2023","28/01/2018","15.2","8.6"
"Haifa Technion 01/1995-04/2023","29/01/2018","15.1","9.4"
"Haifa Technion 01/1995-04/2023","30/01/2018","15.3","8.8"
"Haifa Technion 01/1995-04/2023","31/01/2018","16.2","8.8"
"Haifa Technion 01/1995-04/2023","01/02/2018","18.1","9.0"
"Haifa Technion 01/1995-04/2023","02/02/2018","19.4","12.0"
"Haifa Technion 01/1995-04/2023","03/02/2018","20.6","11.3"
"Haifa Technion 01/1995-04/2023","04/02/2018","22.5","11.6"
"Haifa Technion 01/1995-04/2023","05/02/2018","21.3","14.2"
"Haifa Technion 01/1995-04/2023","06/02/2018","23.3","14.2"
"Haifa Technion 01/1995-04/2023","07/02/2018","21.4","12.7"
"Haifa Technion 01/1995-04/2023","08/02/2018","23.1","13.5"
"Haifa Technion 01/1995-04/2023","09/02/2018","24.6","14.7"
"Haifa Technion 01/1995-04/2023","10/02/2018","23.8","13.2"
"Haifa Technion 01/1995-04/2023","11/02/2018","23.8","15.8"
"Haifa Technion 01/1995-04/2023","12/02/2018","17.1","13.0"
"Haifa Technion 01/1995-04/2023","13/02/2018","15.4","10.8"
"Haifa Technion 01/1995-04/2023","14/02/2018","17.5","10.9"
"Haifa Technion 01/1995-04/2023","15/02/2018","18.8","10.8"
"Haifa Technion 01/1995-04/2023","16/02/2018","19.7","14.1"
"Haifa Technion 01/1995-04/2023","17/02/2018","14.9","9.2"
"Haifa Technion 01/1995-04/2023","18/02/2018","16.8","10.7"
"Haifa Technion 01/1995-04/2023","19/02/2018","16.8","11.6"
"Haifa Technion 01/1995-04/2023","20/02/2018","19.1","10.2"
"Haifa Technion 01/1995-04/2023","21/02/2018","19.2","11.7"
"Haifa Technion 01/1995-04/2023","22/02/2018","18.8","10.8"
"Haifa Technion 01/1995-04/2023","23/02/2018","17.9","11.9"
"Haifa Technion 01/1995-04/2023","24/02/2018","18.4","11.0"
"Haifa Technion 01/1995-04/2023","25/02/2018","20.4","11.3"
"Haifa Technion 01/1995-04/2023","26/02/2018","19.4","11.6"
"Haifa Technion 01/1995-04/2023","27/02/2018","17.3","10.5"
"Haifa Technion 01/1995-04/2023","28/02/2018","19.6","10.0"
"Haifa Technion 01/1995-04/2023","01/03/2018","20.3","10.8"
"Haifa Technion 01/1995-04/2023","02/03/2018","19.6","9.6"
"Haifa Technion 01/1995-04/2023","03/03/2018","24.6","11.4"
"Haifa Technion 01/1995-04/2023","04/03/2018","27.3","14.8"
"Haifa Technion 01/1995-04/2023","05/03/2018","25.4","15.1"
"Haifa Technion 01/1995-04/2023","06/03/2018","24.9","15.1"
"Haifa Technion 01/1995-04/2023","07/03/2018","21.7","12.2"
"Haifa Technion 01/1995-04/2023","08/03/2018","28.7","15.1"
"Haifa Technion 01/1995-04/2023","09/03/2018","18.0","15.0"
"Haifa Technion 01/1995-04/2023","10/03/2018","17.8","12.3"
"Haifa Technion 01/1995-04/2023","11/03/2018","18.3","11.9"
"Haifa Technion 01/1995-04/2023","12/03/2018","18.2","12.2"
"Haifa Technion 01/1995-04/2023","13/03/2018","18.6","11.7"
"Haifa Technion 01/1995-04/2023","14/03/2018","20.8","11.6"
"Haifa Technion 01/1995-04/2023","15/03/2018","18.0","11.4"
"Haifa Technion 01/1995-04/2023","16/03/2018","18.0","12.8"
"Haifa Technion 01/1995-04/2023","17/03/2018","",""
"Haifa Technion 01/1995-04/2023","18/03/2018","",""
"Haifa Technion 01/1995-04/2023","19/03/2018","",""
"Haifa Technion 01/1995-04/2023","20/03/2018","",""
"Haifa Technion 01/1995-04/2023","21/03/2018","",""
"Haifa Technion 01/1995-04/2023","22/03/2018","",""
"Haifa Technion 01/1995-04/2023","23/03/2018","",""
"Haifa Technion 01/1995-04/2023","24/03/2018","",""
"Haifa Technion 01/1995-04/2023","25/03/2018","",""
"Haifa Technion 01/1995-04/2023","26/03/2018","",""
"Haifa Technion 01/1995-04/2023","27/03/2018","",""
"Haifa Technion 01/1995-04/2023","28/03/2018","",""
"Haifa Technion 01/1995-04/2023","29/03/2018","23.6","13.2"
"Haifa Technion 01/1995-04/2023","30/03/2018","17.2","12.5"
"Haifa Technion 01/1995-04/2023","31/03/2018","18.8","12.2"
"Haifa Technion 01/1995-04/2023","01/04/2018","23.2","13.1"
"Haifa Technion 01/1995-04/2023","02/04/2018","24.4","13.7"
"Haifa Technion 01/1995-04/2023","03/04/2018","18.5","14.2"
"Haifa Technion 01/1995-04/2023","04/04/2018","22.2","13.4"
"Haifa Technion 01/1995-04/2023","05/04/2018","24.4","14.9"
"Haifa Technion 01/1995-04/2023","06/04/2018","24.4","15.4"
"Haifa Technion 01/1995-04/2023","07/04/2018","24.1","14.9"
"Haifa Technion 01/1995-04/2023","08/04/2018","20.0","13.7"
"Haifa Technion 01/1995-04/2023","09/04/2018","19.0","12.9"
"Haifa Technion 01/1995-04/2023","10/04/2018","17.6","11.5"
"Haifa Technion 01/1995-04/2023","11/04/2018","20.2","13.3"
"Haifa Technion 01/1995-04/2023","12/04/2018","21.0","13.2"
"Haifa Technion 01/1995-04/2023","13/04/2018","23.1","14.2"
"Haifa Technion 01/1995-04/2023","14/04/2018","23.2","16.5"
"Haifa Technion 01/1995-04/2023","15/04/2018","23.0","15.5"
"Haifa Technion 01/1995-04/2023","16/04/2018","24.2","14.5"
"Haifa Technion 01/1995-04/2023","17/04/2018","27.6","14.0"
"Haifa Technion 01/1995-04/2023","18/04/2018","27.7","20.2"
"Haifa Technion 01/1995-04/2023","19/04/2018","25.5","17.7"
"Haifa Technion 01/1995-04/2023","20/04/2018","20.7","16.7"
"Haifa Technion 01/1995-04/2023","21/04/2018","20.5","17.2"
"Haifa Technion 01/1995-04/2023","22/04/2018","20.6","16.0"
"Haifa Technion 01/1995-04/2023","23/04/2018","21.5","13.9"
"Haifa Technion 01/1995-04/2023","24/04/2018","23.8","13.9"
"Haifa Technion 01/1995-04/2023","25/04/2018","23.9","14.2"
"Haifa Technion 01/1995-04/2023","26/04/2018","22.1","12.7"
